Date,Time,Roads,Vehicles,Total People,Pedestrians,Bicyclists,Injuries,Major Injuries,Fatalities,city
2011/1/1,3:36 a.m.,BENSON ST & FRANKFORD AV,2,3,1,0,0,0,1,PHI
2011/1/1,21:00 p.m.,CONSHOHOCKEN AV,1,2,1,0,1,1,0,PHI
2011/1/1,17:45 p.m.,WOODLAND AV,1,2,1,0,0,0,1,PHI
2011/1/1,3:10 a.m.,GLENWOOD AV,1,2,1,0,1,1,0,PHI
2011/1/1,8:00 a.m.,CAMBRIA ST & FOURTH ST,1,2,1,0,1,1,0,PHI
2012/1/1,20:16 p.m.,CASTOR AV,1,2,1,0,0,0,1,PHI
2012/1/1,12:51 p.m.,COULTER ST & WAYNE AV,1,2,1,0,1,1,0,PHI
2012/1/1,17:43 p.m.,CALLOWHILL ST & SIXTH ST,1,2,1,0,1,1,0,PHI
2012/1/1,15:21 p.m.,LARGE ST,1,5,1,0,1,1,0,PHI
2012/1/1,15:39 p.m.,FORTYNINTH ST & WOODLAND AV,1,2,1,0,0,0,1,PHI
2012/1/1,5:56 a.m.,ROOSEVELT BL & WELSH RD,1,2,1,0,0,0,1,PHI
2012/1/1,22:44 p.m.,B ST & LEHIGH AV,1,3,1,0,2,1,0,PHI
2013/1/1,2:35 a.m.,CITY AV,1,2,1,0,0,0,1,PHI
2013/1/1,12:13 p.m.,APPLE ST & SHURS LN,1,2,0,1,1,1,0,PHI
2013/1/1,19:18 p.m.,OXFORD AV & PRATT ST,1,2,1,0,1,1,0,PHI
2013/1/1,14:59 p.m.,MARKET ST & TWENTIETH ST,1,2,1,0,1,1,0,PHI
2013/1/1,17:31 p.m.,PENROSE AV,2,3,1,0,0,0,1,PHI
2013/1/1,18:16 p.m.,KNIGHTS RD,1,2,1,0,0,0,1,PHI
2013/1/1,23:50 p.m.,DELAWARE EX,1,2,1,0,0,0,1,PHI
2013/1/1,7:03 a.m.,COTTMAN AV & TABOR AV,1,2,1,0,0,0,1,PHI
2013/1/1,23:19 p.m.,VALLEY ST & WAKELING ST,1,2,1,0,1,1,0,PHI
2014/1/1,8:00 a.m.,RHAWN ST & TORRESDALE AV,1,2,1,0,1,1,0,PHI
2014/1/1,22:45 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1,PHI
2014/1/1,6:53 a.m.,POINT BREEZE AV & TASKER ST,1,2,1,0,1,1,0,PHI
2014/1/1,12:20 a.m.,RAMP RD,1,5,1,0,1,1,0,PHI
2014/1/1,18:18 p.m.,ISLAND AV & LINDBERGH BL,1,2,1,0,0,0,1,PHI
2015/1/1,18:18 p.m.,62ND ST & CHESTNUT ST,1,2,1,0,0,0,1,PHI
2015/1/1,15:49 p.m.,BROAD ST,1,3,1,0,1,1,0,PHI
2016/1/1,6:40 a.m.,BUSTLETON AV & MOWER ST,1,2,1,0,0,0,1,PHI
2016/1/1,8:00 a.m.,E WESTMORELAND ST & I ST & KENSINGTON AV,1,2,1,0,1,1,0,PHI
2016/1/1,2:54 a.m.,5TH ST & HUNTING PARK AV,1,2,1,0,1,1,0,PHI
2016/1/1,12:47 a.m.,HANCOCK ST & LEHIGH AV,1,2,1,0,1,1,0,PHI
2016/1/1,17:33 p.m.,CHRISTOPHER COLUMBUS BL & TASKER ST,1,2,1,0,0,0,1,PHI
2016/1/1,20:22 p.m.,BROAD ST,1,2,1,0,1,1,0,PHI
2016/1/1,20:13 p.m.,CASTOR AV,1,2,1,0,1,1,0,PHI
2016/1/1,16:30 p.m.,WASHINGTON AV,1,2,0,1,1,1,0,PHI
2016/1/1,19:30 p.m.,CUMBERLAND ST & RICHMOND ST,1,2,1,0,1,1,0,PHI
2017/1/1,6:40 a.m.,LEHIGH AV,1,2,1,0,1,1,0,PHI
2017/1/1,11:20 a.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2017/1/1,9:57 a.m.,40TH ST & MARKET ST,1,2,1,0,1,1,0,PHI
2017/1/1,9:43 a.m.,40TH ST & LOCUST ST,1,3,0,1,1,1,0,PHI
2017/1/1,15:12 p.m.,NORRIS ST & WARNOCK ST,1,2,1,0,1,1,0,PHI
2017/1/1,18:48 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2017/1/1,13:55 p.m.,10TH ST & RACE ST,1,2,1,0,1,1,0,PHI
2017/1/1,19:11 p.m.,LINCOLN DR & MT PLEASANT AV,1,3,2,0,2,1,0,PHI
2017/1/1,19:56 p.m.,57TH ST & GIRARD AV,1,3,2,0,1,0,1,PHI
2017/1/1,11:29 a.m.,COTTMAN AV,1,2,1,0,0,0,1,PHI
2017/1/1,9:00 a.m.,ALLEGHENY AV,2,4,1,0,3,1,0,PHI
2017/1/1,23:42 p.m.,LARGE ST & ROOSEVELT BL,1,4,2,0,0,0,2,PHI
2017/1/1,7:02 a.m.,6TH ST & FISHER AV,1,2,1,0,1,1,0,PHI
2017/1/1,18:25 p.m.,ASHDALE ST & C ST,1,2,1,0,1,1,0,PHI
2017/1/1,18:44 p.m.,BROAD ST & BUTLER ST,1,2,1,0,1,1,0,PHI
2017/1/1,1:39 a.m.,12TH ST & CHEW AV,1,2,1,0,0,0,1,PHI
2017/1/1,17:55 p.m.,11TH ST & NORRIS ST,1,2,1,0,1,1,0,PHI
2011/2/1,16:37 p.m.,N FRONT ST,1,2,1,0,0,0,1,PHI
2011/2/1,22:20 p.m.,ARCH ST,1,2,1,0,1,1,0,PHI
2011/2/1,99:99 p.m.,TWELFTH ST,1,2,1,0,1,1,0,PHI
2011/2/1,17:00 p.m.,PASSYUNK AV & RITNER ST,1,2,1,0,1,1,0,PHI
2011/2/1,20:06 p.m.,TABOR RD,1,3,1,0,1,1,0,PHI
2011/2/1,18:56 p.m.,CHAMPLOST ST & TENTH ST,1,3,2,0,2,1,0,PHI
2011/2/1,5:30 a.m.,GODFREY AV & TABOR AV,1,2,0,1,1,1,0,PHI
2011/2/1,13:33 p.m.,BRANDYWINE ST & BROAD ST,1,2,0,1,1,1,0,PHI
2011/2/1,21:20 p.m.,BROAD ST & MELON ST,1,2,1,0,0,0,1,PHI
2011/2/1,20:14 p.m.,BROAD ST,4,13,2,0,1,0,1,PHI
2011/2/1,8:34 a.m.,BRIDGE ST & RAMP B RD,1,2,1,0,1,1,0,PHI
2012/2/1,15:49 p.m.,BUSTLETON AV & DEVEREAUX AV,1,2,1,0,1,1,0,PHI
2012/2/1,2:20 a.m.,BROAD ST & ERIE AV,1,2,1,0,0,0,1,PHI
2012/2/1,99:99 p.m.,WILLITS RD,1,2,1,0,0,0,1,PHI
2012/2/1,18:43 p.m.,HENRY AV,1,2,1,0,0,0,1,PHI
2012/2/1,18:15 p.m.,CHRISTOPHER COLUMBUS BL,1,2,1,0,1,1,0,PHI
2012/2/1,12:28 a.m.,THIRTEENTH ST,1,2,1,0,1,1,0,PHI
2012/2/1,9:41 a.m.,GIRARD AV & THIRTYTHIRD ST,1,2,1,0,2,1,0,PHI
2012/2/1,16:23 p.m.,RIDGE AV,1,2,1,0,0,0,1,PHI
2013/2/1,8:14 a.m.,ASHDALE ST & F ST & RUSCOMB ST & WHITAKER AV,1,2,1,0,1,1,0,PHI
2013/2/1,11:22 a.m.,MT AIRY AV,1,4,1,0,0,0,1,PHI
2013/2/1,6:07 a.m.,ARAMINGO AV & LEFEVRE ST & MARGARET ST & MILNOR ST,1,2,1,0,0,0,1,PHI
2013/2/1,15:37 p.m.,CHRISTIAN ST & EIGHTH ST,1,4,1,0,0,0,1,PHI
2013/2/1,12:00 p.m.,BROAD ST,1,3,1,0,0,0,1,PHI
2013/2/1,9:35 a.m.,FRANKFORD AV,1,3,2,0,2,1,1,PHI
2013/2/1,15:45 p.m.,LINDBERGH BL,1,4,3,0,3,3,0,PHI
2013/2/1,18:16 p.m.,BRIDGE ST & TORRESDALE AV,1,4,1,0,1,1,0,PHI
2013/2/1,1:00 a.m.,ADAMS AV,1,2,1,0,1,1,0,PHI
2014/2/1,17:03 p.m.,KINGSESSING AV,1,2,1,0,0,0,1,PHI
2014/2/1,23:47 p.m.,LEHIGH AV,1,2,1,0,0,0,1,PHI
2014/2/1,1:48 a.m.,PRATT ST & ROOSEVELT BL,1,2,1,0,0,0,1,PHI
2014/2/1,2:00 a.m.,N 2ND ST,2,3,1,0,1,1,0,PHI
2014/2/1,99:99 p.m.,OXFORD CR & ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2015/2/1,19:55 p.m.,OREGON AV,1,2,1,0,0,0,1,PHI
2015/2/1,23:13 p.m.,WOODLAND AV,1,2,1,0,1,1,0,PHI
2015/2/1,11:45 a.m.,3RD ST,1,2,1,0,1,1,0,PHI
2015/2/1,19:27 p.m.,BROAD ST & WINGOHOCKING ST,1,2,1,0,1,1,0,PHI
2015/2/1,3:00 a.m.,ALLEGHENY AV & KIP ST,1,2,1,0,1,1,0,PHI
2015/2/1,14:49 p.m.,COTTMAN AV & TORRESDALE AV,2,3,1,0,1,1,0,PHI
2015/2/1,99:99 p.m.,17TH ST & CHESTNUT ST,1,2,1,0,1,1,0,PHI
2015/2/1,18:30 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2015/2/1,15:58 p.m.,2ND ST & INDIANA ST,1,2,1,0,1,1,0,PHI
2015/2/1,12:29 p.m.,RYAN AV,1,2,1,0,1,1,0,PHI
2015/2/1,99:99 p.m.,WOLF ST,1,2,1,0,1,1,0,PHI
2015/2/1,2:54 a.m.,33RD ST & POWELTON AV,2,4,1,0,1,1,0,PHI
2015/2/1,15:34 p.m.,BROAD ST,1,11,1,0,1,1,0,PHI
2016/2/1,12:30 p.m.,7TH ST,1,2,1,0,1,1,0,PHI
2016/2/1,15:04 p.m.,11TH ST & JEFFERSON ST,1,2,1,0,1,1,0,PHI
2016/2/1,18:11 p.m.,63RD ST,2,1,1,0,1,1,0,PHI
2016/2/1,21:00 p.m.,BUSTLETON AV,1,3,1,0,0,0,1,PHI
2016/2/1,18:30 p.m.,ALLEGHENY AV & BROAD ST,1,2,1,0,1,1,0,PHI
2016/2/1,19:10 p.m.,50TH ST & LARCHWOOD AV,1,2,0,1,1,1,0,PHI
2016/2/1,19:03 p.m.,STENTON AV,1,2,1,0,0,0,1,PHI
2016/2/1,20:08 p.m.,HARBISON AV & ROOSEVELT BL,2,7,1,0,0,0,1,PHI
2017/2/1,15:57 p.m.,15TH ST,2,5,1,0,2,1,0,PHI
2017/2/1,12:59 p.m.,WOODHAVEN RD,3,6,1,0,3,2,2,PHI
2017/2/1,8:00 a.m.,3RD ST & WIDENER ST,1,2,1,0,1,1,0,PHI
2017/2/1,15:29 p.m.,BROAD ST & GIRARD AV,1,2,1,0,1,1,0,PHI
2017/2/1,22:05 p.m.,CITY AV,1,4,3,0,3,1,0,PHI
2017/2/1,9:36 a.m.,TULIP ST,1,2,1,0,1,1,0,PHI
2017/2/1,16:53 p.m.,RISING SUN AV & SENTNER ST,1,2,1,0,1,1,0,PHI
2011/3/1,13:30 p.m.,HOWELL ST & TORRESDALE AV,1,2,0,1,1,1,0,PHI
2011/3/1,18:57 p.m.,LANSDOWNE DR PS & S CONCOURSE DR PS,1,2,0,1,1,1,0,PHI
2011/3/1,16:35 p.m.,BROAD ST & RAMP RD & VINE ST,1,2,1,0,1,1,0,PHI
2011/3/1,18:40 p.m.,FRONT ST & SNYDER AV,1,3,1,0,1,1,0,PHI
2011/3/1,22:52 p.m.,SIXTYSIXTH AV,1,3,1,0,1,1,0,PHI
2011/3/1,14:00 p.m.,TWELFTH ST,1,3,2,0,2,2,0,PHI
2011/3/1,2:26 a.m.,TORRESDALE AV,1,2,1,0,1,1,0,PHI
2012/3/1,12:34 p.m.,2ND ST,1,2,1,0,1,1,0,PHI
2012/3/1,12:25 a.m.,BROAD ST & CHELTENHAM AV,1,2,1,0,0,0,1,PHI
2012/3/1,20:58 p.m.,FULMER ST & ROOSEVELT BL,1,3,1,0,1,1,0,PHI
2012/3/1,12:31 p.m.,EIGHTH ST & WASHINGTON AV,2,7,4,0,4,0,1,PHI
2012/3/1,22:55 p.m.,LINDBERGH BL,1,2,1,0,1,1,0,PHI
2012/3/1,10:25 a.m.,WALMART SHOPPING CENTER LT,1,2,1,0,1,1,0,PHI
2012/3/1,17:15 p.m.,FRANKFORD AV & MORRELL AV,1,2,1,0,1,1,0,PHI
2012/3/1,4:00 a.m.,BROAD ST & ELLSWORTH ST,4,3,1,0,0,0,1,PHI
2012/3/1,12:23 a.m.,LINDEN AV,1,2,0,1,0,0,1,PHI
2012/3/1,9:51 a.m.,FRANKFORD AV,1,2,1,0,0,0,1,PHI
2012/3/1,22:21 p.m.,WASHINGTON LN,1,3,1,0,0,0,1,PHI
2012/3/1,15:28 p.m.,CHEW AV & VERNON RD,1,2,1,0,1,1,0,PHI
2012/3/1,17:09 p.m.,FIFTYSECOND ST,1,2,1,0,1,1,0,PHI
2012/3/1,19:00 p.m.,TABOR RD,1,3,1,0,0,0,1,PHI
2013/3/1,14:29 p.m.,CHURCH ST & WORTH ST,1,2,1,0,1,1,0,PHI
2013/3/1,18:20 p.m.,LONGSHORE ST & ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2013/3/1,8:30 a.m.,MARKET ST & NINTH ST,1,2,1,0,1,1,0,PHI
2013/3/1,8:30 a.m.,CHELTENHAM AV & TORRESDALE AV,1,2,1,0,1,1,0,PHI
2013/3/1,7:27 a.m.,UNIVERSITY AV,1,2,1,0,0,0,1,PHI
2013/3/1,11:06 a.m.,BUSTLETON AV,1,2,1,0,0,0,1,PHI
2013/3/1,10:00 a.m.,HENRY AV & INDIAN QUEEN LN,2,4,1,0,1,1,0,PHI
2013/3/1,19:00 p.m.,FRANKFORD AV,1,2,1,0,1,1,0,PHI
2013/3/1,13:35 p.m.,LEHIGH AV,1,2,1,0,1,1,0,PHI
2013/3/1,11:30 a.m.,ARMAT ST & GERMANTOWN AV,1,2,1,0,1,1,0,PHI
2013/3/1,6:44 a.m.,LEVICK ST,1,2,1,0,1,1,0,PHI
2014/3/1,15:35 p.m.,WHARTON ST,1,2,1,0,1,1,0,PHI
2014/3/1,15:46 p.m.,BLUE GRASS RD & WELSH RD,1,2,1,0,0,0,1,PHI
2014/3/1,16:44 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1,PHI
2014/3/1,20:30 p.m.,18TH ST & BELFIELD AV & RUSCOMB ST,1,2,1,0,1,1,0,PHI
2014/3/1,21:00 p.m.,BELFIELD AV & OGONTZ AV & RUSCOMB ST,1,2,1,0,1,1,0,PHI
2014/3/1,22:34 p.m.,DOMINO LN,1,2,1,0,1,1,0,PHI
2014/3/1,15:30 p.m.,21ST ST & SUSQUEHANNA AV,1,2,1,0,1,1,0,PHI
2015/3/1,1:14 a.m.,N 24TH ST,1,2,1,0,1,1,0,PHI
2015/3/1,12:23 p.m.,KENSINGTON AV & LEHIGH AV,1,2,0,1,0,0,1,PHI
2015/3/1,8:42 a.m.,UNIVERSITY AV,1,3,0,1,1,1,0,PHI
2015/3/1,99:99 p.m.,BANCROFT ST,1,2,1,0,1,1,0,PHI
2015/3/1,9:15 a.m.,BUSTLETON AV & NAPFLE AV,1,2,1,0,1,1,0,PHI
2015/3/1,8:00 a.m.,2ND ST & NEDRO AV,1,2,1,0,1,1,0,PHI
2015/3/1,15:00 p.m.,EMERALD ST,1,2,0,1,1,1,0,PHI
2016/3/1,15:48 p.m.,CECIL B MOORE AV,1,2,1,0,1,1,0,PHI
2016/3/1,18:55 p.m.,B ST & ONTARIO AV,1,4,3,0,3,2,0,PHI
2016/3/1,18:31 p.m.,22ND ST,1,2,1,0,2,1,0,PHI
2016/3/1,5:30 a.m.,E TIOGA ST,1,6,1,0,1,1,0,PHI
2016/3/1,2:02 a.m.,FRANKFORD AV,1,2,0,1,0,0,1,PHI
2016/3/1,13:34 p.m.,GRANGE AV,1,2,1,0,1,1,0,PHI
2016/3/1,19:20 p.m.,ROCKWELL ST,1,2,1,0,1,1,0,PHI
2016/3/1,20:25 p.m.,ROOSEVELT BL,1,2,1,0,2,1,0,PHI
2016/3/1,16:58 p.m.,9TH ST & WHARTON ST,3,2,1,0,1,0,1,PHI
2016/3/1,20:05 p.m.,56TH ST & SPRINGFIELD AV,1,2,1,0,1,1,0,PHI
2016/3/1,10:53 a.m.,COTTMAN AV & ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2016/3/1,20:05 p.m.,LINDBERGH BL,2,6,1,0,0,0,1,PHI
2016/3/1,8:21 a.m.,SACKETT ST & TYSON AV,1,2,1,0,0,0,1,PHI
2017/3/1,15:25 p.m.,6TH ST & BERKS ST,1,2,1,0,1,1,0,PHI
2017/3/1,16:32 p.m.,39TH ST & FAIRMOUNT AV,1,2,1,0,1,1,0,PHI
2011/4/1,19:08 p.m.,CHESTER AV & FIFTYEIGHTH ST,4,6,3,0,4,2,1,PHI
2011/4/1,2:23 a.m.,RICHMOND ST,1,2,1,0,0,0,1,PHI
2011/4/1,21:29 p.m.,ROOSEVELT BL,1,2,1,0,1,0,1,PHI
2011/4/1,13:57 p.m.,EIGHTEENTH ST,1,3,1,0,1,1,0,PHI
2011/4/1,18:54 p.m.,LAWNDALE ST & LUZERNE ST,1,2,1,0,1,1,0,PHI
2011/4/1,8:00 a.m.,ROOSEVELT BL & WHITAKER AV,1,2,1,0,1,1,0,PHI
2011/4/1,5:40 a.m.,CHRISTOPHER COLUMBUS BL & RACE ST,1,2,1,0,1,1,0,PHI
2011/4/1,15:11 p.m.,ROOSEVELT BL & SANGER ST,1,7,1,0,1,1,0,PHI
2011/4/1,16:32 p.m.,MIDVALE AV & VAUX ST,1,2,1,0,1,1,0,PHI
2011/4/1,13:20 p.m.,CHAMPLOST AV & N 5TH ST,1,2,1,0,1,1,0,PHI
2011/4/1,22:30 p.m.,CAMBRIA ST & CHALMERS ST,1,2,1,0,1,1,0,PHI
2011/4/1,17:00 p.m.,CHESTNUT ST & TWENTIETH ST,1,2,1,0,1,1,0,PHI
2012/4/1,9:19 a.m.,GIRARD AV,1,10,1,0,0,0,1,PHI
2012/4/1,18:28 p.m.,CECIL B MOORE AV & TWENTYEIGHTH ST,1,3,1,0,1,1,0,PHI
2012/4/1,17:00 p.m.,NINETEENTH ST,1,2,1,0,1,1,0,PHI
2012/4/1,15:34 p.m.,OAKLEY ST,1,2,1,0,1,1,0,PHI
2012/4/1,22:17 p.m.,TYSON AV,1,2,0,1,1,1,0,PHI
2012/4/1,15:25 p.m.,FIFTYFIRST ST,1,3,1,0,1,1,0,PHI
2012/4/1,18:00 p.m.,BALTIMORE AV,1,2,1,0,1,1,0,PHI
2012/4/1,2:00 a.m.,HUNTING PARK AV,1,2,1,0,1,1,0,PHI
2012/4/1,21:30 p.m.,BOYER ST & VERNON RD,1,2,1,0,1,1,0,PHI
2012/4/1,21:00 p.m.,MARKET ST & SIXTEENTH ST,1,2,1,0,1,1,0,PHI
2012/4/1,12:55 p.m.,TULIP ST,2,3,1,0,1,1,0,PHI
2013/4/1,5:40 a.m.,TWENTYNINTH ST & VARE AV,1,4,1,0,1,1,0,PHI
2013/4/1,10:40 a.m.,TORRESDALE AV,1,2,1,0,1,1,0,PHI
2013/4/1,23:39 p.m.,FIFTH ST & GODFREY AV,1,3,1,0,1,1,0,PHI
2013/4/1,22:30 p.m.,NORRIS ST & TWENTYFOURTH ST,1,2,1,0,1,1,0,PHI
2013/4/1,23:00 p.m.,RYAN AV & SANDYFORD AV,1,2,1,0,1,1,0,PHI
2013/4/1,16:00 p.m.,BELGRADE ST & CAMBRIA ST,1,2,1,0,1,1,0,PHI
2013/4/1,18:51 p.m.,BROAD ST,1,3,0,1,1,1,0,PHI
2013/4/1,16:50 p.m.,FIFTYSIXTH ST,1,2,1,0,1,1,0,PHI
2013/4/1,8:51 a.m.,RAMP RD & TO 3003/0040 RD,2,2,1,0,0,0,1,PHI
2014/4/1,7:00 a.m.,ALLEGHENY AV & KENSINGTON AV,1,2,1,0,1,1,0,PHI
2014/4/1,15:10 p.m.,COBBS CREEK PY & MARSHALL RD & SPRUCE ST,1,2,0,1,1,1,0,PHI
2014/4/1,14:00 p.m.,40TH ST,1,2,0,1,1,1,0,PHI
2014/4/1,16:36 p.m.,HADFIELD ST,1,2,1,0,1,1,0,PHI
2014/4/1,18:45 p.m.,TWENTYNINTH ST,1,2,1,0,1,1,0,PHI
2014/4/1,22:19 p.m.,TORRESDALE AV,1,2,0,1,0,0,1,PHI
2014/4/1,20:50 p.m.,BUSTLETON AV,1,2,1,0,0,0,1,PHI
2014/4/1,21:27 p.m.,SCHUYLKILL EX,4,4,1,0,0,0,1,PHI
2014/4/1,21:25 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2014/4/1,21:00 p.m.,DELAWARE EX,1,2,1,0,0,0,1,PHI
