Date,Time,Roads,Vehicles,Total People,Pedestrians,Bicyclists,Injuries,Major Injuries,Fatalities,city
2014/7/1,15:23 p.m.,CHRISTIAN ST,1,2,1,0,1,1,0,PHI
2014/7/1,9:02 a.m.,CASTOR AV,2,3,1,0,0,0,1,PHI
2014/7/1,11:20 a.m.,GERMANTOWN AV,1,7,4,0,3,0,4,PHI
2015/7/1,23:30 p.m.,CHRISTOPHER COLUMBUS BL,1,4,2,0,2,1,0,PHI
2015/7/1,1:08 a.m.,11TH ST & WALNUT ST,1,2,1,0,0,0,1,PHI
2015/7/1,8:30 a.m.,22ND ST & MARKET ST,1,2,0,1,1,1,0,PHI
2015/7/1,15:45 p.m.,7TH ST & ALLEGHENY AV,1,2,1,0,1,1,0,PHI
2015/7/1,13:00 p.m.,N 2ND ST,1,2,0,1,0,0,1,PHI
2015/7/1,16:00 p.m.,59TH ST & LANCASTER AV,1,2,1,0,1,1,0,PHI
2015/7/1,8:00 a.m.,ERIE AV & K ST,1,2,1,0,1,1,0,PHI
2015/7/1,15:43 p.m.,WALNUT ST,1,2,1,0,1,1,0,PHI
2016/7/1,1:41 a.m.,5TH ST & RUSCOMB ST,1,2,1,0,1,1,0,PHI
2016/7/1,1:42 a.m.,WISSAHICKON AV,1,2,1,0,1,0,1,PHI
2016/7/1,20:41 p.m.,BROAD ST,1,3,1,0,1,1,0,PHI
2016/7/1,11:30 a.m.,CROSKEY ST & MONTGOMERY AV,1,2,1,0,1,1,0,PHI
2016/7/1,14:30 p.m.,GIRARD AV,1,5,1,0,0,0,1,PHI
2016/7/1,99:99 p.m.,RIDGE AV & YORK ST,1,2,1,0,0,0,1,PHI
2016/7/1,19:29 p.m.,OGONTZ AV & SEVENTYFIFTH AV & WASHINGTON LN,1,3,1,0,1,1,0,PHI
2016/7/1,5:49 a.m.,5TH ST,1,2,1,0,1,1,0,PHI
2016/7/1,21:06 p.m.,21ST ST & JACKSON ST,2,9,3,0,6,0,1,PHI
2017/7/1,22:01 p.m.,HAZZARD ST,1,2,1,0,0,0,1,PHI
2017/7/1,9:45 a.m.,BROAD ST & LOCUST ST,1,2,1,0,1,1,0,PHI
2017/7/1,13:55 p.m.,2ND ST & FURLEY ST,1,2,0,1,1,1,0,PHI
2017/7/1,14:07 p.m.,ALTON ST & GRANT AV & WELSH RD,3,5,1,0,0,0,1,PHI
2017/7/1,22:27 p.m.,RAMP A RD & SCHUYLKILL EX,1,2,1,0,0,0,1,PHI
2017/7/1,23:30 p.m.,PARKSIDE AV,1,2,1,0,0,0,1,PHI
2017/7/1,14:45 p.m.,HARBISON AV & ROOSEVELT BL,1,3,1,0,0,0,1,PHI
2011/8/1,2:20 a.m.,OGONTZ AV & SPENCER AV,1,2,1,0,1,1,0,PHI
2011/8/1,19:15 p.m.,FIFTIETH ST & HAVERFORD AV,1,2,0,1,1,1,0,PHI
2011/8/1,15:55 p.m.,CHRISTIAN ST & FIFTEENTH ST,1,2,1,0,1,1,0,PHI
2011/8/1,16:50 p.m.,ALLEGHENY AV,1,3,1,0,1,1,0,PHI
2011/8/1,17:19 p.m.,BROAD ST,1,2,1,0,1,1,0,PHI
2011/8/1,99:99 p.m.,CORAL ST & FRANKFORD AV & LEHIGH AV,2,4,1,0,4,2,0,PHI
2011/8/1,20:30 p.m.,FIFTYSECOND ST & HAVERFORD AV,1,2,0,1,1,1,0,PHI
2011/8/1,99:99 p.m.,FRANKFORD AV,3,10,1,0,10,1,0,PHI
2011/8/1,8:20 a.m.,CHESTNUT ST & NINTH ST,1,2,1,0,1,1,0,PHI
2011/8/1,13:11 p.m.,SEDGLEY AV & YORK ST,1,2,1,0,1,1,0,PHI
2011/8/1,6:00 a.m.,BUIST AV & SIXTYFIFTH ST,1,2,0,1,0,0,1,PHI
2011/8/1,19:51 p.m.,DICKINSON ST & TWENTYSEVENTH ST,1,2,1,0,1,1,0,PHI
2011/8/1,12:00 a.m.,CAMAC ST & VENANGO ST,1,2,1,0,1,1,0,PHI
2011/8/1,13:36 p.m.,DIAMOND ST,1,4,1,0,3,1,0,PHI
2012/8/1,10:50 a.m.,ERIE AV & L ST,1,2,1,0,0,0,1,PHI
2012/8/1,22:30 p.m.,FIFTYSIXTH ST & WHITBY AV,1,2,0,1,1,1,0,PHI
2012/8/1,1:10 a.m.,OXFORD AV,1,2,1,0,1,0,1,PHI
2012/8/1,16:19 p.m.,53RD ST & DELANCEY ST,1,3,1,0,1,1,0,PHI
2012/8/1,2:14 a.m.,HARTEL AV & ROOSEVELT BL,1,2,1,0,0,0,1,PHI
2012/8/1,22:52 p.m.,ROOSEVELT BL,1,3,2,0,2,0,1,PHI
2012/8/1,16:37 p.m.,FIFTYFIFTH ST,1,2,1,0,1,1,0,PHI
2012/8/1,19:29 p.m.,PINE ST,1,2,1,0,1,1,0,PHI
2013/8/1,12:45 a.m.,ELEVENTH ST,1,3,1,0,1,1,0,PHI
2013/8/1,18:22 p.m.,MARKET ST & THIRTEENTH ST,1,3,1,0,1,1,0,PHI
2013/8/1,4:55 a.m.,CHAMPLOST AV & OGONTZ AV,1,2,1,0,1,1,0,PHI
2013/8/1,5:38 a.m.,CHRISTIAN ST & CHRISTOPHER COLUMBUS BL,1,2,1,0,2,1,0,PHI
2013/8/1,1:00 a.m.,WATER ST,1,3,2,0,2,1,0,PHI
2013/8/1,23:10 p.m.,N FIFTH ST,1,2,1,0,0,0,1,PHI
2013/8/1,13:30 p.m.,ALLISON ST & MASTER ST,1,2,0,1,1,1,0,PHI
2013/8/1,3:05 a.m.,FORTYEIGHTH ST,1,2,1,0,1,1,0,PHI
2013/8/1,18:45 p.m.,MAIN ST & RIDGE AV,1,6,0,1,1,1,0,PHI
2013/8/1,23:59 p.m.,GIRARD AV,1,3,1,0,0,0,1,PHI
2014/8/1,13:51 p.m.,OXFORD AV,1,2,1,0,0,0,1,PHI
2014/8/1,10:35 a.m.,21ST ST & WINTER ST,1,2,0,1,1,1,0,PHI
2014/8/1,15:30 p.m.,CEDAR AV & FIFTYSECOND ST,1,2,1,0,1,1,0,PHI
2014/8/1,16:37 p.m.,BROAD ST & JACKSON ST,1,2,1,0,1,1,0,PHI
2014/8/1,21:36 p.m.,54TH ST & SPRUCE ST,1,2,1,0,1,1,0,PHI
2014/8/1,3:08 a.m.,ACADEMY RD,2,3,1,0,1,0,1,PHI
2014/8/1,4:46 a.m.,BELFIELD AV & BROAD ST & COURTLAND ST,3,4,1,0,0,0,1,PHI
2014/8/1,20:50 p.m.,LARGE ST & SANGER ST,1,2,1,0,1,1,0,PHI
2014/8/1,5:29 a.m.,9TH ST & WYOMING AV,1,2,1,0,0,0,1,PHI
2014/8/1,1:35 a.m.,ALLEGHENY AV,1,3,1,0,1,1,0,PHI
2014/8/1,23:17 p.m.,OLNEY AV & WAGNER AV,1,2,0,1,1,1,0,PHI
2015/8/1,16:32 p.m.,LAMBERT ST,1,2,1,0,1,1,0,PHI
2015/8/1,16:14 p.m.,BENJAMIN FRANKLIN PY,1,8,0,1,1,1,0,PHI
2015/8/1,3:30 a.m.,HENRY AV,1,3,1,0,0,0,1,PHI
2015/8/1,9:45 a.m.,FRANKLIN ST & RACE ST,1,2,1,0,0,0,1,PHI
2015/8/1,18:57 p.m.,MAGEE ST & SYLVESTER ST,4,2,1,0,1,1,0,PHI
2015/8/1,16:26 p.m.,18TH ST & FONTAIN ST,1,2,1,0,1,1,0,PHI
2015/8/1,19:20 p.m.,GIBBS PL,1,2,1,0,1,1,0,PHI
2015/8/1,17:09 p.m.,& RAMP RD & SOUTH ST,1,2,0,1,1,1,0,PHI
2015/8/1,99:99 p.m.,BROAD ST,1,4,1,0,1,1,0,PHI
2015/8/1,21:40 p.m.,WASHINGTON AV,1,2,1,0,1,1,0,PHI
2015/8/1,12:10 a.m.,BENJAMIN FRANKLIN PY & TWENTYSECOND ST,1,2,0,1,1,1,0,PHI
2015/8/1,19:49 p.m.,SYLVANIA ST,1,2,1,0,1,1,0,PHI
2015/8/1,20:30 p.m.,AMERICAN ST & DUNCANNON ST,1,2,0,1,1,1,0,PHI
2015/8/1,23:50 p.m.,PASSYUNK AV,1,2,1,0,1,1,0,PHI
2015/8/1,12:04 p.m.,GERMANTOWN AV,1,3,0,1,1,1,0,PHI
2015/8/1,17:05 p.m.,RAMP RD & SOUTH ST,1,2,0,1,1,1,0,PHI
2016/8/1,12:32 a.m.,54TH RD & GAINOR RD,1,2,1,0,1,1,0,PHI
2016/8/1,17:00 p.m.,LUZERNE ST & OLD YORK RD,1,2,0,1,1,1,0,PHI
2016/8/1,19:23 p.m.,55TH ST & LUDLOW ST,1,2,0,1,1,1,0,PHI
2016/8/1,20:15 p.m.,2ND ST & W CAMBRIA ST,2,2,1,0,1,1,0,PHI
2016/8/1,23:48 p.m.,PEACH ST & SPRINGFIELD AV,1,2,1,0,0,0,1,PHI
2016/8/1,19:30 p.m.,26TH ST & PENROSE AV & TWENTYSIXTH ST,1,2,1,0,1,1,0,PHI
2016/8/1,19:44 p.m.,GIRARD AV,1,3,1,0,1,1,0,PHI
2016/8/1,2:08 a.m.,CHRISTOPHER COLUMBUS BL,1,3,1,0,3,1,0,PHI
2016/8/1,1:39 a.m.,LEHIGH AV & MASCHER ST,1,3,2,0,1,0,1,PHI
2016/8/1,18:20 p.m.,24TH ST,1,2,1,0,0,0,1,PHI
2016/8/1,12:58 a.m.,MAIN ST,3,3,1,0,2,1,0,PHI
2016/8/1,12:22 a.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2016/8/1,18:42 p.m.,MERION AV,1,2,1,0,0,0,1,PHI
2016/8/1,19:38 p.m.,PAXON ST & SPRINGFIELD AV,1,2,1,0,1,1,0,PHI
2016/8/1,5:55 a.m.,22ND ST & FAIRMOUNT AV,1,2,1,0,1,1,0,PHI
2016/8/1,14:15 p.m.,8TH ST & RAMP RD & VINE ST,1,2,0,1,1,1,0,PHI
2017/8/1,15:53 p.m.,ALBURGER AV & VERREE RD,1,2,0,1,1,1,0,PHI
2017/8/1,12:46 a.m.,BROAD ST,1,3,1,0,0,0,1,PHI
2017/8/1,1:13 a.m.,40TH ST & WALNUT ST,1,2,1,0,1,1,0,PHI
2017/8/1,22:25 p.m.,ALLEGHENY AV,1,2,1,0,0,0,1,PHI
2017/8/1,3:45 a.m.,RACE ST & WATTS ST,1,2,1,0,0,0,1,PHI
2017/8/1,99:99 p.m.,RIDGE AV & TWENTYNINTH ST,3,2,1,0,1,1,0,PHI
2017/8/1,21:29 p.m.,RACE ST,1,2,1,0,1,1,0,PHI
2017/8/1,22:34 p.m.,BUSTLETON AV,5,12,1,0,9,2,0,PHI
2017/8/1,23:45 p.m.,ASHDALE ST & C ST,1,2,0,1,0,0,1,PHI
2017/8/1,16:24 p.m.,MAYFAIR ST & MONTOUR ST,1,2,1,0,0,0,1,PHI
2011/9/1,16:25 p.m.,HENRY AV & MIDVALE AV,1,2,1,0,1,1,0,PHI
2011/9/1,99:99 p.m.,CASTOR AV & TYSON AV,1,2,1,0,1,1,0,PHI
2011/9/1,99:99 p.m.,MARKET ST,1,3,2,0,2,2,0,PHI
2011/9/1,6:20 a.m.,LEHIGH AV & SECOND ST,1,2,1,0,1,1,0,PHI
2011/9/1,9:55 a.m.,RAMP A RD & SCHUYLKILL AV & SCHUYLKILL EX & WALNUT ST,1,2,0,1,1,1,0,PHI
2011/9/1,13:00 p.m.,FRONT ST & OLNEY AV,1,2,1,0,1,1,0,PHI
2011/9/1,13:15 p.m.,ROBINSON ST,1,2,1,0,1,1,0,PHI
2011/9/1,11:41 a.m.,COTTMAN AV & HORROCKS ST,1,3,2,0,2,2,0,PHI
2011/9/1,21:00 p.m.,GIRARD AV & NINTH ST,1,3,0,1,1,1,0,PHI
2011/9/1,3:30 a.m.,S SEVENTH ST,1,2,0,1,1,1,0,PHI
2011/9/1,6:45 a.m.,TORRESDALE AV,1,2,1,0,0,0,1,PHI
2011/9/1,19:37 p.m.,B ST,1,2,1,0,0,0,1,PHI
2011/9/1,14:37 p.m.,ROOSEVELT BL,1,3,2,0,1,0,1,PHI
2011/9/1,18:00 p.m.,RIDGE AV,2,3,1,0,0,0,1,PHI
2011/9/1,2:35 a.m.,JOHN F KENNEDY BL,1,2,1,0,1,1,0,PHI
2012/9/1,10:10 a.m.,MARKET ST,1,2,1,0,1,1,0,PHI
2012/9/1,7:25 a.m.,KELLY DR,2,2,1,0,0,1,0,PHI
2012/9/1,21:55 p.m.,DAUPHIN ST & THOMPSON ST,1,4,1,0,2,1,0,PHI
2012/9/1,17:55 p.m.,GODFREY AV & TENTH ST,1,1,1,0,1,1,0,PHI
2012/9/1,4:20 a.m.,QUEEN LN & WAYNE AV,2,3,1,0,2,1,0,PHI
2012/9/1,13:00 p.m.,LEHIGH AV,1,2,1,0,1,1,0,PHI
2012/9/1,23:25 p.m.,HARBISON AV,1,2,1,0,1,1,0,PHI
2012/9/1,19:00 p.m.,RAMP RD & UNIVERSITY AV,1,3,0,1,0,0,1,PHI
2013/9/1,17:53 p.m.,D ST,1,2,1,0,1,1,0,PHI
2013/9/1,19:08 p.m.,TACONY ST,1,2,1,0,0,0,1,PHI
2013/9/1,17:00 p.m.,BRADDOCK ST,1,2,1,0,1,1,0,PHI
2013/9/1,7:55 a.m.,BROAD ST & CALLOWHILL ST,1,2,1,0,1,1,0,PHI
2013/9/1,7:15 a.m.,THIRD ST & WYOMING AV,3,4,1,0,3,1,0,PHI
2013/9/1,20:34 p.m.,FIFTH ST & NORRIS ST,1,5,0,1,1,1,0,PHI
2013/9/1,17:27 p.m.,DIAMOND ST & SEVENTEENTH ST,1,2,1,0,1,1,0,PHI
2013/9/1,5:25 a.m.,SPRUCE ST & THIRD ST,1,2,1,0,1,1,0,PHI
2013/9/1,19:57 p.m.,CLEVELAND ST,1,2,1,0,1,1,0,PHI
2013/9/1,18:18 p.m.,ARAMINGO AV,1,2,1,0,0,0,1,PHI
2013/9/1,17:00 p.m.,MARKET ST,1,3,1,0,1,1,0,PHI
2014/9/1,16:55 p.m.,MARKET ST,1,2,1,0,1,1,0,PHI
2014/9/1,18:30 p.m.,36TH ST & WARREN ST,1,2,0,1,1,1,0,PHI
2014/9/1,23:58 p.m.,ALLEGHENY AV & TWENTYFIFTH ST,2,4,1,0,0,0,1,PHI
2014/9/1,23:40 p.m.,N FIFTH ST,1,2,1,0,0,0,1,PHI
2014/9/1,19:08 p.m.,B ST,1,3,2,0,2,2,0,PHI
2014/9/1,21:40 p.m.,WHITAKER AV,1,2,1,0,1,1,0,PHI
2014/9/1,20:18 p.m.,LONGSHORE AV & LORETTO AV,1,2,0,1,0,0,1,PHI
2014/9/1,19:22 p.m.,15TH ST & WASHINGTON AV,1,3,2,0,1,0,1,PHI
2014/9/1,2:58 a.m.,BELFIELD AV,1,2,1,0,1,1,0,PHI
2014/9/1,19:22 p.m.,FIFTYFOURTH ST & OVERBROOK AV,1,2,1,0,0,0,1,PHI
2014/9/1,18:47 p.m.,42ND ST,1,2,1,0,1,1,0,PHI
2014/9/1,18:47 p.m.,N 42ND ST,1,2,1,0,1,1,0,PHI
2014/9/1,10:51 a.m.,11TH ST & ARCH ST,1,2,1,0,1,1,0,PHI
2015/9/1,22:01 p.m.,WYNNEFIELD AV,1,2,0,1,0,0,1,PHI
2015/9/1,4:30 a.m.,ARCH ST & BROAD ST,1,3,2,0,1,0,2,PHI
2015/9/1,3:00 a.m.,13TH ST & LOCUST ST,1,2,1,0,1,1,0,PHI
2015/9/1,16:45 p.m.,RIDGE AV,1,2,1,0,1,1,0,PHI
2015/9/1,21:43 p.m.,ARAMINGO AV,1,2,1,0,0,0,1,PHI
2015/9/1,2:15 a.m.,CHRISTOPHER COLUMBUS BL,1,2,1,0,1,1,0,PHI
2015/9/1,21:00 p.m.,GERMANTOWN AV,1,2,1,0,0,0,1,PHI
2015/9/1,20:40 p.m.,ROOSEVELT BL,1,2,1,0,0,0,1,PHI
2015/9/1,17:15 p.m.,S 21ST ST,1,2,1,0,0,0,1,PHI
2015/9/1,3:10 a.m.,47TH ST & WOODLAND AV,1,2,0,1,1,1,0,PHI
2016/9/1,8:00 a.m.,CURIE BL,1,2,1,0,1,1,0,PHI
2016/9/1,12:46 a.m.,FRANKFORD AV,1,2,0,1,0,0,1,PHI
2016/9/1,18:45 p.m.,L ST,1,2,1,0,1,1,0,PHI
2016/9/1,20:45 p.m.,CHRISTOPHER COLUMBUS BL,1,2,0,1,1,1,0,PHI
2016/9/1,99:99 p.m.,COTTMAN AV & ERDRICK ST,1,2,1,0,0,0,1,PHI
2016/9/1,12:00 p.m.,9TH ST,1,2,1,0,1,1,0,PHI
2016/9/1,11:21 a.m.,ALLEGHENY AV & SECOND ST,1,2,1,0,0,0,1,PHI
2016/9/1,7:20 a.m.,BYBERRY RD & KELVIN AV,1,3,1,0,1,1,0,PHI
2016/9/1,18:30 p.m.,HUNTING PARK AV,1,6,1,0,1,1,0,PHI
2016/9/1,1:36 a.m.,BLEIGH AV & CASTOR AV,1,2,1,0,0,0,1,PHI
2017/9/1,20:18 p.m.,MARKET ST & THIRTYEIGHTH ST,1,2,1,0,1,1,0,PHI
2017/9/1,17:22 p.m.,BROAD ST & RAMP RD & VINE ST,1,2,1,0,1,1,0,PHI
2017/9/1,20:21 p.m.,42ND ST & BROWN ST,1,2,1,0,1,1,0,PHI
2017/9/1,99:99 p.m.,40TH ST & GIRARD AV & PARKSIDE AV,1,2,1,0,1,1,0,PHI
2017/9/1,20:57 p.m.,58TH ST & HAVERFORD AV & WYALUSING AV,1,2,1,0,1,1,0,PHI
2017/9/1,16:44 p.m.,BROAD ST & ONTARIO ST,2,3,0,1,1,1,0,PHI
2017/9/1,16:21 p.m.,TORRESDALE AV,5,3,1,0,1,0,1,PHI
2017/9/1,15:30 p.m.,WASHINGTON LN,1,3,2,0,2,2,0,PHI
2017/9/1,14:24 p.m.,29TH ST & GIRARD AV & TWENTYNINTH ST,1,2,1,0,1,1,0,PHI
2017/9/1,9:50 a.m.,BROAD ST & SPRUCE ST,1,2,1,0,1,1,0,PHI
2017/9/1,12:38 p.m.,8TH ST & WALNUT ST,1,2,1,0,1,1,0,PHI
2017/9/1,22:36 p.m.,MELON ST,1,2,1,0,1,1,0,PHI
2017/9/1,12:55 a.m.,BROAD ST & GLENWOOD AV,1,2,1,0,0,0,1,PHI
2017/9/1,21:26 p.m.,ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2017/9/1,16:39 p.m.,BRYN MAWR AV & CITY AV,1,2,1,0,1,1,0,PHI
2017/9/1,20:12 p.m.,RISING SUN AV & TABOR RD,1,2,1,0,1,1,0,PHI
2011/10/1,12:00 p.m.,ALLEGHENY AV & FOX ST,1,2,1,0,0,0,1,PHI
2011/10/1,19:30 p.m.,HENRY AV & MIDVALE AV,1,2,1,0,1,1,0,PHI
2011/10/1,22:30 p.m.,ALLEGHENY AV & GAUL ST,1,2,1,0,0,0,1,PHI
2011/10/1,22:06 p.m.,SPRUCE ST & TWENTYTHIRD ST,1,2,0,1,1,1,0,PHI
2011/10/1,15:15 p.m.,ARROTT ST & FRANKFORD AV & MARGARET ST & OXFORD AV,1,2,1,0,1,1,0,PHI
2011/10/1,13:20 p.m.,CRESTVIEW RD & HENRY AV,1,2,1,0,0,0,1,PHI
2011/10/1,22:50 p.m.,BROAD ST,1,2,1,0,1,1,0,PHI
2011/10/1,17:00 p.m.,HUTCHINSON ST,2,3,1,0,1,1,0,PHI
2011/10/1,23:29 p.m.,DELAWARE EX,1,2,1,0,1,0,1,PHI
2011/10/1,20:20 p.m.,C ST & ROOSEVELT BL,1,2,1,0,1,1,0,PHI
2012/10/1,5:15 a.m.,BROAD ST,1,3,1,0,1,1,0,PHI
2012/10/1,20:00 p.m.,BROAD ST,1,2,1,0,1,1,0,PHI
2012/10/1,16:00 p.m.,EDGEMONT ST,1,2,1,0,1,1,0,PHI
2012/10/1,19:58 p.m.,GERMANTOWN AV & LEHIGH AV,1,2,1,0,1,1,0,PHI
2012/10/1,20:36 p.m.,10TH ST & OREGON AV,1,2,0,1,0,0,2,PHI
2012/10/1,19:17 p.m.,BUSTLETON AV,1,2,1,0,0,0,1,PHI
2012/10/1,21:40 p.m.,RISING SUN AV,1,2,1,0,1,1,0,PHI
2012/10/1,1:35 a.m.,GREENWAY AV,1,2,1,0,1,1,0,PHI
2012/10/1,20:35 p.m.,SEDGLEY AV & TIOGA ST,0,5,1,0,1,1,0,PHI
2012/10/1,2:38 a.m.,CHESTNUT ST & FIFTYSIXTH ST,1,2,1,0,0,0,1,PHI
2012/10/1,12:52 p.m.,WEBSTER ST,1,3,1,0,1,1,0,PHI
2012/10/1,18:57 p.m.,ARAMINGO AV & CASTOR AV,1,3,2,0,2,2,0,PHI
2012/10/1,20:00 p.m.,PRATT ST & TORRESDALE AV,1,2,1,0,1,1,0,PHI
2012/10/1,12:36 p.m.,15TH ST & WALNUT ST,1,2,0,1,1,1,0,PHI
